run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T162751329953,v3,v3+p3b1b86e2b782+t0716055b62e0,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"UnprocessableEntityError: Error code: 422 - {'error': {'message': 'Provider returned error', 'code': 422, 'metadata': {'raw': '{""error"":{""code"":""invalid_request_error"",""message"":""sentiment_analyzer.parameters.properties.items array requires a single items schema"",""param"":""tools"",""type"":""invalid_request_error""}}\n', 'provider_name': 'Darkbloom', 'is_byok': False, 'provider_error_code': 'invalid_request_error'}}, 'user_id': 'user_3HASjtF5AZbT0Yoaj2YXYpWnMz1'}"
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T163014193217,v3,v3+p3b1b86e2b782+t0716055b62e0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
